#ID;S1;S2;S3;S4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|n__Sinorhizobium/Ensifer_group|g__Ensifer|n__Ensifer_sojae_CCBAU_05684;11;9;8;17
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Methylobacteriaceae|g__Methylobacterium|n__Methylobacterium_radiotolerans_JCM_2831;11;9;8;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|n__Parvularcula_bermudensis_HTCC2503;11;8;25;91
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|n__Burkholderia_phymatum_STM815;11;9;18;31
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|f__Methylophilaceae|g__Methylotenera|n__Methylotenera_mobilis_JLW8;11;9;7;22
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Myxococcales|n__Sorangiineae|f__Polyangiaceae|s__Sorangium_cellulosum|n__Sorangium_cellulosum_So0157-2;11;9;11;22
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_vulgaris|n__Desulfovibrio_vulgaris_DP4;11;7;5;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Nautiliales|f__Nautiliaceae|g__Nautilia|n__Nautilia_profundicola_AmH;11;1;13;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_durus|n__Paenibacillus_durus_ATCC_35681;11;6;5;18
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|n__Thermoanaerobacter_wiegelii_Rt8.B1;11;3;24;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|n__Butyrivibrio_proteoclasticus_B316;11;2;3;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptoniphilaceae|g__Anaerococcus|n__Anaerococcus_prevotii_DSM_20548;11;5;6;10
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|s__Rhodothermus_marinus|n__Rhodothermus_marinus_SG0.5JP17-172;11;2;14;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Chloroflexi|c__Thermomicrobia|n__Thermomicrobium_roseum_DSM_5159;11;4;11;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|n__Corynebacterium_aquilae_DSM_44791;11;5;5;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|n__Corynebacterium_humireducens_NBRC_106098_=_DSM_45392;11;5;6;16
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|n__Mycobacterium_avium_complex_(MAC)|n__Mycobacterium_colombiense_CECT_3035;11;10;6;9
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia|s__Nocardia_cyriacigeorgica|n__Nocardia_cyriacigeorgica_GUH-2;11;3;26;54
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_erythropolis|n__Rhodococcus_erythropolis_R138;11;6;0;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Pseudonocardiaceae|g__Saccharothrix|n__Saccharothrix_espanaensis_DSM_44229;11;10;8;49
n__root|n__cellular_organisms|d__Archaea|c__Thermoprotei|f__Desulfurococcaceae|n__Desulfurococcus_fermentans_DSM_16532;11;2;1;10
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae;11;1;14;10
n__root|n__cellular_organisms|d__Bacteria_2|c__Spirochaetia|f__Leptospiraceae;11;0;2;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Arsenophonus;11;9;2;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia;11;3;2;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|g__Exiguobacterium;11;6;5;11
n__root|n__cellular_organisms|d__Bacteria_2|p__Verrucomicrobia|o__Verrucomicrobiales|g__Akkermansia;11;2;6;3
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Kordia;11;4;2;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Elusimicrobia_74152|g__Candidatus_Endomicrobium;11;5;8;7
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Micromonosporaceae|g__Phytohabitans;11;3;6;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Propionibacteriales|f__Nocardioidaceae|g__Aeromicrobium;11;5;7;17
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__Oscillatoriophycideae|o__Chroococcales|g__Synechococcus|s__Synechococcus_sp._A15-44;11;2;9;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Francisellaceae|g__Francisella|s__Francisella_sp._CA97-1460;11;0;4;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp._LM8;11;3;10;11
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Citrobacter|n__Citrobacter_freundii_complex|s__Citrobacter_werkmanii;11;10;3;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia_629|s__Yersinia_rohdei;11;10;2;10
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Yersinia_629|s__Yersinia_entomophaga;11;4;5;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Photorhabdus|s__Photorhabdus_asymbiotica;11;13;8;26
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Pasteurellaceae|g__Mannheimia|s__Mannheimia_granulomatis;11;7;11;21
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._ORS_285;11;4;29;86
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_sp._CCGE-LA001;11;6;8;12
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Beijerinckiaceae|g__Chelatococcus|s__Chelatococcus_daeguensis;11;18;8;41
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|n__Rhizobium/Agrobacterium_group|g__Neorhizobium|s__Neorhizobium_galegae;11;2;10;21
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Azospirillum|s__Azospirillum_oryzae;11;6;9;24
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter_sp._SK012;11;8;8;19
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|n__Burkholderia_cepacia_complex|s__Burkholderia_diffusa;11;9;4;27
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._CCGE1003;11;6;9;23
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|s__Burkholderia_sp._BDU6;11;5;7;10
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_mucosa;11;8;8;7
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_bacilliformis;11;11;15;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|s__Lawsonia_intracellularis;11;7;4;12
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Deltaproteobacteria|s__Bacteriovorax_stolpii;11;6;13;11
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_1386|s__Bacillus_sp._OxB-1;11;3;8;9
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus_1386|s__Bacillus_sp._1NLA3E;11;1;21;44
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Lysinibacillus|s__Lysinibacillus_sphaericus;11;9;23;20
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_xylanilyticus;11;8;4;12
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Bacillales|f__Paenibacillaceae|g__Paenibacillus|s__Paenibacillus_sp._JDR-2;11;1;7;16
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_acidominimus;11;1;4;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici;11;5;14;19
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|s__Melissococcus_plutonius;11;10;6;8
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_beijerinckii;11;7;8;6
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|s__Lachnoanaerobaculum_umeaense;11;3;7;9
n__root|n__cellular_organisms|d__Bacteria_2|c__Deinococci|g__Deinococcus|s__'Deinococcus_soli'_Cha_et_al._2014;11;1;2;7
n__root|n__cellular_organisms|d__Bacteria_2|s__bacterium_M1(2014);11;7;7;13
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_sp._NXU-44;11;12;8;47
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|o__Flavobacteriales|f__Flavobacteriaceae|g__Dokdonia|s__Dokdonia_sp._4H-3-7-5;11;5;1;2
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_multivorum;11;4;12;27
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|g__Porphyromonas|s__Porphyromonas_cangingivalis;11;12;6;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Micrococcaceae|g__Kocuria|s__Kocuria_turfanensis;11;4;7;23
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Dermatophilaceae|s__Austwickia_chelonae;11;10;6;16
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_hominis;11;2;19;35
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|g__Microbacterium|s__Microbacterium_sediminis;11;2;9;8
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|f__Microbacteriaceae|s__Rhodoluna_lacicola;11;3;3;4
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Micrococcales|g__Dermacoccus|s__Dermacoccus_nishinomiyaensis;11;6;10;14
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|g__Corynebacterium|s__Corynebacterium_simulans;11;6;6;9
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_gilvum;11;4;7;20
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|n__Mycobacterium_avium_complex_(MAC)|s__Mycobacterium_mantenii;11;10;13;19
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Nocardiaceae|g__Nocardia|s__Nocardia_seriolae;11;3;22;24
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_coprophilus;11;5;5;13
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|o__Corynebacteriales|f__Nocardiaceae|g__Rhodococcus|s__Rhodococcus_sp._B7740;11;4;10;19
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Micromonosporaceae|g__Micromonospora|s__Micromonospora_chokoriensis;11;6;19;83
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Micromonosporaceae|g__Phytohabitans|s__Phytohabitans_suffuscus;11;9;33;63
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Micromonosporaceae|g__Phytohabitans|s__Phytohabitans_flavus;11;5;11;19
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Pseudonocardiaceae|s__Prauserella_marina;11;6;7;18
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_glaucescens;11;4;3;17
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_nitrosporeus;11;7;4;32
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|f__Streptomycetaceae|g__Streptomyces|s__Streptomyces_albulus;11;7;13;26
n__root|n__cellular_organisms|d__Bacteria_2|p__Actinobacteria_201174|c__Actinobacteria_1760|g__Frankia|s__Frankia_sp._EuI1c;11;8;17;47
n__root|n__cellular_organisms|d__Bacteria_2|c__Spirochaetia|g__Brachyspira|s__Brachyspira_pilosicoli;11;2;3;7
n__root|n__cellular_organisms|d__Bacteria_2|p__Tenericutes|c__Mollicutes|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_axanthum;11;2;8;4
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_sp._AbM4;11;5;7;6
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|c__Halobacteria|o__Haloferacales|f__Haloferacaceae|s__Haloquadratum_walsbyi;11;7;10;10
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_thioreducens;11;7;1;11
n__root|n__cellular_organisms|d__Archaea|p__Euryarchaeota|f__Archaeoglobaceae|s__Geoglobus_ahangari;11;2;4;8
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_equi|n__Streptococcus_equi_subsp._zooepidemicus;11;1;1;3
n__root|n__cellular_organisms|d__Bacteria_2|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|n__Treponema_socranskii_subsp._buccale;11;3;3;11
n__root|o__Caudovirales|f__Myoviridae|n__Tevenvirinae|g__T4likevirus|n__Enterobacteria_phage_T4;10;5;19;11
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|g__Prochlorococcus|s__Prochlorococcus_marinus|n__Prochlorococcus_marinus_subsp._marinus_str._CCMP1375;10;6;1;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Cyanobacteria|n__Oscillatoriophycideae|o__Chroococcales|n__Cyanobacterium_aponinum_PCC_10605;10;1;13;8
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Psychrobacter|n__Psychrobacter_arcticus_273-4;10;7;11;14
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_syringae_group|s__Pseudomonas_syringae|n__Pseudomonas_syringae_pv._syringae|n__Pseudomonas_syringae_pv._syringae_SM;10;3;2;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|n__Pseudomonas_syringae_group|s__Pseudomonas_syringae|n__Pseudomonas_syringae_pv._avii;10;4;3;23
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Enterobacter|n__Enterobacter_cloacae_complex|s__Enterobacter_lignolyticus|n__Enterobacter_lignolyticus_SCF1;10;3;4;2
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Salmonella|s__Salmonella_enterica|n__Salmonella_enterica_subsp._salamae|n__Salmonella_enterica_subsp._salamae_serovar_55:k:z39_str._SA20024173;10;5;2;9
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia|s__Serratia_marcescens|n__Serratia_marcescens_WW4;10;1;4;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Serratia|s__Serratia_plymuthica|n__Serratia_plymuthica_4Rx13;10;6;5;18
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Kosakonia|s__Kosakonia_sacchari|n__Kosakonia_sacchari_SP1;10;2;5;3
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|n__Xanthomonas_alfalfae_subsp._alfalfae|n__Xanthomonas_alfalfae_subsp._alfalfae_CFBP_3836;10;0;0;0
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Gammaproteobacteria|f__Pasteurellaceae|n__Gallibacterium_anatis_UMN179;10;7;18;81
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|n__Rhizobium/Agrobacterium_group|g__Rhizobium|n__Rhizobium_tropici_CIAT_899;10;3;3;16
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiaceae|n__Sinorhizobium/Ensifer_group|g__Sinorhizobium|s__Sinorhizobium_fredii|n__Sinorhizobium_fredii_CCBAU_83666;10;0;5;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Gluconobacter|s__Gluconobacter_oxydans|n__Gluconobacter_oxydans_DSM_3504;10;3;17;80
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Komagataeibacter|n__Komagataeibacter_medellinensis_NBRC_3288;10;3;4;15
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|n__Basilea_psittacipulmonis_DSM_24701;10;11;0;1
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|n__Burkholderia_xenovorans_LB400;10;5;12;25
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Burkholderia|n__Burkholderia_phenoliruptrix_BR3459a;10;9;21;25
n__root|n__cellular_organisms|d__Bacteria_2|p__Proteobacteria|n__delta/epsilon_subdivisions|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Arcobacter|n__Arcobacter_molluscorum_CECT_7696;10;1;9;5
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|n__Lachnoclostridium_phytofermentans_ISDg;10;4;11;17
n__root|n__cellular_organisms|d__Bacteria_2|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|n__[Clostridium]_hylemonae_DSM_15053;10;7;8;30
n__root|n__cellular_organisms|d__Bacteria_2|c__Deinococci|g__Deinococcus|n__Deinococcus_maricopensis_DSM_21211;10;2;9;10
n__root|n__cellular_organisms|d__Bacteria_2|c__Deinococci|g__Deinococcus|n__Deinococcus_deserti_VCD115;10;9;8;18
n__root|n__cellular_organisms|d__Bacteria_2|c__Deinococci|g__Deinococcus|n__Deinococcus_peraridilitoris_DSM_19664;10;7;10;20
n__root|n__cellular_organisms|d__Bacteria_2|n__Thermobaculum_terrenum_ATCC_BAA-798;10;5;12;4
n__root|n__cellular_organisms|d__Bacteria_2|n__Chthonomonas_calidirosea_T49;10;6;21;20
n__root|n__cellular_organisms|d__Bacteria_2|n__Bacteroidetes/Chlorobi_group|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|g__Bacteroides|s__Bacteroides_dorei|n__Bacteroides_dorei_CL03T12C01;10;2;2;5
